id,source,supplier_name,supplier_normalized,contract_number,title,description,category,eligible_industries,contract_type,start_date,end_date,geographic_coverage,diversity_status,contract_url,supplier_url,status
674,Sourcewell,Medix Specialty Vehicles,MEDIX SPECIALTY VEHICLES,122123-MDX,Ambulance and Emergency Medical Service Vehicles,Ambulances,,,,,2028-02-28,United States,,https://sourcewell-mn.gov//cooperative-purchasing/122123-MDX,,active
675,Sourcewell,Medline,MEDLINE,022422-MDL,Medical Supply Solutions,Medical supplies and equipment,,,,,2026-04-30,United States,,https://sourcewell-mn.gov//cooperative-purchasing/022422-MDL,,active
676,Sourcewell,Mender,MENDER,121923-ITD,Technology Products and Services with Related Solutions,IT lifecycle services,,,,,2028-02-27,United States,,https://sourcewell-mn.gov//cooperative-purchasing/121923-ITD,,active
677,Sourcewell,Merchants Fleet,MERCHANTS FLEET,030122-MAG,Fleet Management Services,Fleet solutions,,,,,2026-04-18,United States,,https://sourcewell-mn.gov//cooperative-purchasing/030122-MAG,,active
678,Sourcewell,MetLife,METLIFE,051623-MET,Group Employee Benefits and Related Services,Group employee benefits,,,,,2027-07-19,United States,,https://sourcewell-mn.gov//cooperative-purchasing/051623-MET,,active
679,Sourcewell,Meyer,MEYER,062222-AEB-3,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,,,,,2026-08-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/062222-AEB-3,,active
680,Sourcewell,"MGT Impact Solutions, LLC","MGT IMPACT SOLUTIONS,",060624-MGT,Software Solutions and Related Services for Public Sector and Education Administration,Software solutions and services for public sector & education,,,,,2028-10-25,United States,,https://sourcewell-mn.gov//cooperative-purchasing/060624-MGT,,active
681,Sourcewell,Michelin,MICHELIN,082521-MLN,Tires with Related Equipment and Supplies,Tires with related equipment,,,,,2025-11-04,United States,,https://sourcewell-mn.gov//cooperative-purchasing/082521-MLN,,active
682,Sourcewell,Midwest Fire,MIDWEST FIRE,113021-RCK,Firefighting Apparatus and Fire Service Vehicles,Firefighting apparatus,,,,,2026-02-10,United States,,https://sourcewell-mn.gov//cooperative-purchasing/113021-RCK,,active
683,Sourcewell,Milliken,MILLIKEN,061323-MAC,Flooring Materials with Related Supplies and Services,Flooring,,,,,2027-08-09,United States,,https://sourcewell-mn.gov//cooperative-purchasing/061323-MAC,,active
684,Sourcewell,MindBeacon Health,MINDBEACON HEALTH,102821-MND,Teletherapy Services,Teletherapy services,,,,,2025-12-27,United States,,https://sourcewell-mn.gov//cooperative-purchasing/102821-MND,,active
685,Sourcewell,Miovision Technologies,MIOVISION TECHNOLOGIES,030425-MIO,Public Safety Software,Public safety software,,,,,2029-07-17,United States,,https://sourcewell-mn.gov//cooperative-purchasing/030425-MIO,,active
686,Sourcewell,"Miracle Recreation - PlayPower, Inc.","MIRACLE RECREATION - PLAYPOWER, .",010521-LTS-3,Playground and Water Play Equipment with Related Accessories and Services,Commercial playground and fitness manufacturer,,,,,2026-02-17,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010521-LTS-3,,active
687,Sourcewell,Mitel Business Systems,MITEL BUSINESS SYSTEMS,120122-MBS,Unified Communication and Contact Center Solutions,Unified communications,,,,,2027-03-08,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120122-MBS,,active
688,Sourcewell,Mitsubishi Logisnext Americas (Houston),MITSUBISHI LOGISNEXT AMERICAS (HOUSTON),053024-MCF,"Forklifts, Lift Trucks with Related Products and Services",Forklifts,,,,,2028-07-23,United States,,https://sourcewell-mn.gov//cooperative-purchasing/053024-MCF,,active
689,Sourcewell,Mobile Communications (MCA),MOBILE COMMUNICATIONS (MCA),020624-MCA,Private Wireless Services with Related Solutions,Private wireless,,,,,2028-05-07,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020624-MCA,,active
690,Sourcewell,Mobile Modular,MOBILE MODULAR,120822-MMR,Relocatable Building and Storage Solutions with Related Services,Relocatable building solutions,,,,,2027-02-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120822-MMR,,active
691,Sourcewell,Modern Mechanical Ice Systems,MODERN MECHANICAL ICE SYSTEMS,120320-AMR,Ice Rink and Arena Equipment with Related Supplies and Services,Ice rink and arena equipment,,,,,2026-01-08,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120320-AMR,,active
692,Sourcewell,Modii,MODII,120423-MODII,Curb Management Technologies with Related Services,Data-led parking operations and guidance,,,,,2028-01-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120423-MODII,,active
693,Sourcewell,"Mohawk Carpet Distribution, LLC","MOHAWK CARPET DISTRIBUTION,",061323-MCD,Flooring Materials with Related Supplies and Services,Hard- and soft-surface commercial flooring with installation services,,,,,2027-08-09,United States,,https://sourcewell-mn.gov//cooperative-purchasing/061323-MCD,,active
694,Sourcewell,"Mohawk Lifts, LLC","MOHAWK LIFTS,",121223-MRL,Vehicle Lifts with Garage and Fleet Maintenance Equipment,Vehicle lifts,,,,,2029-02-12,United States,,https://sourcewell-mn.gov//cooperative-purchasing/121223-MRL,,active
695,Sourcewell,"Mondo USA, Inc.","MONDO USA, .",031622-MUI,"Artificial Turf and Tracks with Installation, Related Equipment, Materials, and Supplies",Indoor and outdoor athletic surfaces,,,,,2027-05-26,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031622-MUI,,active
696,Sourcewell,Monroe,MONROE,062222-AEB-1,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,,,,,2026-08-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/062222-AEB-1,,active
697,Sourcewell,Montage Enterprises,MONTAGE ENTERPRISES,032525-MNT,Road Right-of-Way Maintenance Equipment,Roadside mowing equipment and parts,,,,,2029-05-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032525-MNT,,active
698,Sourcewell,Morbark,MORBARK,010925-MBI,"Tree Maintenance Equipment, Attachments, and Accessories",Tree maintenance,,,,,2029-02-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010925-MBI,,active
699,Sourcewell,Morbark,MORBARK,031721-MBI,"Tree Maintenance Equipment, Attachments, and Accessories",Tree maintenance equipment,,,,,2026-05-07,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031721-MBI,,active
700,Sourcewell,Morbark,MORBARK,030923-MBI,"Recycling and Repurposing Equipment with Related Accessories, Supplies, Technology, and Services",Recycling and repurposing equipment,,,,,2027-05-03,United States,,https://sourcewell-mn.gov//cooperative-purchasing/030923-MBI,,active
701,Sourcewell,Morning Pride,MORNING PRIDE,010424-MNP,Firefighting Personal Protective Equipment with Related Equipment Cleaning,Personal protective equipment for firefighters,,,,,2028-03-27,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010424-MNP,,active
702,Sourcewell,Motion Industries,MOTION INDUSTRIES,091422-MII,"Facility MRO, Industrial, and Building-Related Supplies and Equipment",Facility MRO,,,,,2026-11-07,United States,,https://sourcewell-mn.gov//cooperative-purchasing/091422-MII,,active
703,Sourcewell,Motive Technologies,MOTIVE TECHNOLOGIES,102924-MTV,Fleet Management Technologies with Related Software Solutions,Fleet management and AI dashcams,,,,,2029-04-23,United States,,https://sourcewell-mn.gov//cooperative-purchasing/102924-MTV,,active
704,Sourcewell,Motorola Solutions,MOTOROLA SOLUTIONS,101223-MOT,"Public Safety Video Surveillance Solutions with Related Equipment, Software and Accessories",Public safety surveillance,,,,,2027-12-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/101223-MOT,,active
705,Sourcewell,Motorola Solutions,MOTOROLA SOLUTIONS,051321-MOT,Public Safety Software,Public safety software,,,,,2026-07-27,United States,,https://sourcewell-mn.gov//cooperative-purchasing/051321-MOT,,active
706,Sourcewell,Motorola Solutions,MOTOROLA SOLUTIONS,042021-MOT,Public Safety Communications Technology and Hardware Solutions,Public safety communications,,,,,2026-06-23,United States,,https://sourcewell-mn.gov//cooperative-purchasing/042021-MOT,,active
707,Sourcewell,Motrec International,MOTREC INTERNATIONAL,091024-MTR,"Utility, Transport, Golf, and Recreation Vehicles with Related Accessories, Equipment, and Services",Utility transport vehicles,,,,,2028-11-13,United States,,https://sourcewell-mn.gov//cooperative-purchasing/091024-MTR,,active
708,Sourcewell,MSA Safety Sales,MSA SAFETY SALES,011824-MSS,Self-Contained Breathing Apparatus (SCBA) and Breathing Air Systems with Related Equipment,Safety and personal protection equipment,,,,,2028-03-29,United States,,https://sourcewell-mn.gov//cooperative-purchasing/011824-MSS,,active
709,Sourcewell,MSC Industrial Supply,MSC INDUSTRIAL SUPPLY,091422-MSI,"Facility MRO, Industrial, and Building-Related Supplies and Equipment",Supplier of MRO products,,,,,2026-11-08,United States,,https://sourcewell-mn.gov//cooperative-purchasing/091422-MSI,,active
710,Sourcewell,MSC Industrial Supply,MSC INDUSTRIAL SUPPLY,082724-MSI,Janitorial Supplies and Equipment with Related Services,Janitorial supplies,,,,,2028-10-31,United States,,https://sourcewell-mn.gov//cooperative-purchasing/082724-MSI,,active
711,Sourcewell,mtu – A Rolls-Royce Solution,MTU – A ROLLS-ROYCE SOLUTION,092222-RYC,"Electrical Energy Power Generation Equipment with Related Parts, Supplies, and Services",Emergency power-generation equipment,,,,,2026-11-22,United States,,https://sourcewell-mn.gov//cooperative-purchasing/092222-RYC,,active
712,Sourcewell,Multiforce Systems,MULTIFORCE SYSTEMS,092920-MTF,"Aboveground Fuel and Fluid Storage with Related Hardware, Software, and
Services",Fleet fuel management system hardware and software,,,,,2025-12-07,United States,,https://sourcewell-mn.gov//cooperative-purchasing/092920-MTF,,active
713,Sourcewell,Multihog,MULTIHOG,111522-MUL,Airport Runway Equipment with Related Supplies and Services,Airport runway equipment,,,,,2027-02-03,United States,,https://sourcewell-mn.gov//cooperative-purchasing/111522-MUL,,active
714,Sourcewell,Multiquip,MULTIQUIP,020923-MTQ,Portable Construction Equipment with Related Accessories and Attachments,Portable construction equipment,,,,,2027-04-20,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020923-MTQ,,active
715,Sourcewell,Municipal Emergency Services,MUNICIPAL EMERGENCY SERVICES,010424-MES,Firefighting Personal Protective Equipment with Related Equipment Cleaning,Firefighting PPE,,,,,2028-03-27,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010424-MES,,active
716,Sourcewell,Municipal Emergency Services,MUNICIPAL EMERGENCY SERVICES,011124-MES,Uniforms with Related Products and Services,"Uniforms, tailoring, and fitting services",,,,,2028-03-25,United States,,https://sourcewell-mn.gov//cooperative-purchasing/011124-MES,,active
717,Sourcewell,Municipal Emergency Services,MUNICIPAL EMERGENCY SERVICES,090122-MES,Law Enforcement Equipment,Law enforcement equipment,,,,,2026-11-07,United States,,https://sourcewell-mn.gov//cooperative-purchasing/090122-MES,,active
718,Sourcewell,Municipal Emergency Services,MUNICIPAL EMERGENCY SERVICES,011824-MES,Self-Contained Breathing Apparatus (SCBA) and Breathing Air Systems with Related Equipment,"SCBA, respiratory, air quality",,,,,2028-03-29,United States,,https://sourcewell-mn.gov//cooperative-purchasing/011824-MES,,active
719,Sourcewell,Municipal Emergency Services,MUNICIPAL EMERGENCY SERVICES,020124-MES,Firefighting Equipment and Rescue Tools with Related Supplies and Accessories,Firefighting equipment,,,,,2028-04-04,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020124-MES,,active
720,Sourcewell,"Musco Sports Lighting, LLC","MUSCO SPORTS LIGHTING,",041123-MSL,"Sports Lighting Solutions with Related Technology, Equipment, and Services",Sports lighting,,,,,2027-06-16,United States,,https://sourcewell-mn.gov//cooperative-purchasing/041123-MSL,,active
721,Sourcewell,Nachurs Alpine,NACHURS ALPINE,091724-NACH,"Water Treatment Chemicals with Related Supplies, Equipment, and Services",Water treatment,,,,,2028-11-26,United States,,https://sourcewell-mn.gov//cooperative-purchasing/091724-NACH,,active
722,Sourcewell,Nachurs Alpine,NACHURS ALPINE,110122-NCH,Airport Runway Materials with Related Supplies and Services,Airport runway materials,,,,,2027-01-23,United States,,https://sourcewell-mn.gov//cooperative-purchasing/110122-NCH,,active
723,Sourcewell,NAPA Auto Parts,NAPA AUTO PARTS,100124-GPC,Aftermarket Vehicle Parts and Supplies,Aftermarket vehicle parts,,,,,2029-01-10,United States,,https://sourcewell-mn.gov//cooperative-purchasing/100124-GPC,,active
724,Sourcewell,NAPA Integrated Business Solutions,NAPA INTEGRATED BUSINESS SOLUTIONS,090624-GPC,Vendor Managed Inventory and Logistics Management Solutions for Fleets and Facilities,Customized fleet and single source supply chain management,,,,,2028-12-03,United States,,https://sourcewell-mn.gov//cooperative-purchasing/090624-GPC,,active
725,Sourcewell,Nasco Education,NASCO EDUCATION,010725-NAS,"STEM Education Solutions and Equipment with Related Accessories, 
Supplies, and Services",Learning materials for K-12 classrooms,,,,,2029-05-14,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010725-NAS,,active
726,Sourcewell,National Auto Fleet Group,NATIONAL AUTO FLEET GROUP,032824-NAF,"Class 4-8 Chassis with Related Equipment, Accessories, and Services",Class 4-8 chassis with related equipment,,,,,2028-07-09,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032824-NAF,,active
727,Sourcewell,National Auto Fleet Group,NATIONAL AUTO FLEET GROUP,091521-NAF,"Automobiles, SUVs, Vans, and Light Trucks with Related Equipment and Accessories","Cars, trucks, vans, SUVs, cab chassis, and other vehicles",,,,,2026-11-08,United States,,https://sourcewell-mn.gov//cooperative-purchasing/091521-NAF,,active
728,Sourcewell,National Recreation Systems,NATIONAL RECREATION SYSTEMS,081523-NRS,Event Seating and Staging Solutions with Related Accessories and Services,Event seating,,,,,2027-10-06,United States,,https://sourcewell-mn.gov//cooperative-purchasing/081523-NRS,,active
729,Sourcewell,NCL Government Capital,NCL GOVERNMENT CAPITAL,092424-NCL,Tax-Exempt Municipal Leasing with Related Services,Tax-exempt municipal leasing and financing,,,,,2028-11-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/092424-NCL,,active
730,Sourcewell,Neta Scientific,NETA SCIENTIFIC,020723-NTA,"Laboratory and Science Equipment, Supplies, and Related Technology and Services",Lab and science equipment,,,,,2027-04-10,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020723-NTA,,active
731,Sourcewell,Nevco,NEVCO,030223-NVC,"Scoreboards, Digital Displays, and Video Boards with Related Services",Scoreboards,,,,,2027-05-25,United States,,https://sourcewell-mn.gov//cooperative-purchasing/030223-NVC,,active
732,Sourcewell,New Deal Deicing,NEW DEAL DEICING,031423-NDD,"Salt, Brine, and Anti-Icing or De-Icing Agents, and Brine Production and Storage Systems",Salt and brine,,,,,2027-05-30,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031423-NDD,,active
733,Sourcewell,New Holland - Agriculture,NEW HOLLAND - AGRICULTURE,082923-CNH-2,"Ag Tractors with Related Attachments, Accessories, and Supplies",Agricultural tractors,,,,,2027-10-11,United States,,https://sourcewell-mn.gov//cooperative-purchasing/082923-CNH-2,,active
734,Sourcewell,New Holland-Construction,NEW HOLLAND-CONSTRUCTION,011723-CNH-2,Heavy Construction Equipment with Related Attachments and Technology,Heavy construction equipment,,,,,2027-04-14,United States,,https://sourcewell-mn.gov//cooperative-purchasing/011723-CNH-2,,active
735,Sourcewell,New Way,NEW WAY,110223-NWY,"Refuse Collection Vehicles with Related Equipment, Accessories, and Services",Refuse trucks,,,,,2027-12-28,United States,,https://sourcewell-mn.gov//cooperative-purchasing/110223-NWY,,active
736,Sourcewell,New Way FleetForce,NEW WAY FLEETFORCE,040924-NWY,"Rental Equipment, Products, and Related Services",Garbage truck rentals,,,,,2028-06-11,United States,,https://sourcewell-mn.gov//cooperative-purchasing/040924-NWY,,active
737,Sourcewell,Newcastle Communications,NEWCASTLE COMMUNICATIONS,120122-NEW,Unified Communication and Contact Center Solutions,Unified communications,,,,,2027-03-17,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120122-NEW,,active
738,Sourcewell,NEWCOM,NEWCOM,030425-NEWCM,Public Safety Software,Public safety technology,,,,,2029-07-17,United States,,https://sourcewell-mn.gov//cooperative-purchasing/030425-NEWCM,,active
739,Sourcewell,NewGen Cleaning Services,NEWGEN CLEANING SERVICES,031125-NEWG,Facilities Maintenance Services,Janitorial and facility maintenance,,,,,2029-05-19,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031125-NEWG,,active
740,Sourcewell,Newtopia,NEWTOPIA,012722-NWT,Digital Health Products and Solutions,Digital health products,,,,,2026-03-29,United States,,https://sourcewell-mn.gov//cooperative-purchasing/012722-NWT,,active
741,Sourcewell,Niu Toilet,NIU TOILET,081721-NIU,Restroom and Shower Facility Solutions,"Washroom, other trailer solutions & prefab structures",,,,,2026-10-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/081721-NIU,,active
742,Sourcewell,"No Fault - PlayPower, Inc.","NO FAULT - PLAYPOWER, .",010521-LTS-1,Playground and Water Play Equipment with Related Accessories and Services,Playground safety surface products,,,,,2026-02-17,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010521-LTS-1,,active
743,Sourcewell,Nobel Computer Systems,NOBEL COMPUTER SYSTEMS,031224-NBL,Garage and Fleet Services,Optimal fleet and impound solutions,,,,,2028-05-13,United States,,https://sourcewell-mn.gov//cooperative-purchasing/031224-NBL,,active
744,Sourcewell,NP Aerospace,NP AEROSPACE,011221-NPA,"Body Armor with Related Accessories, Equipment, and Services",Body armor,,,,,2026-02-19,United States,,https://sourcewell-mn.gov//cooperative-purchasing/011221-NPA,,active
745,Sourcewell,NTT America,NTT AMERICA,041525-NTTA,"Smart Infrastructure Solutions, Outdoor Sensors, 
and Related Products and Services",Innovative smart infrastructure solutions,,,,,2029-07-22,United States,,https://sourcewell-mn.gov//cooperative-purchasing/041525-NTTA,,active
746,Sourcewell,NTT DATA,NTT DATA,020624-NTT,Private Wireless Services with Related Solutions,Private cellular network solutions and services,,,,,2028-05-07,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020624-NTT,,active
747,Sourcewell,nureal.ai,NUREAL.AI,041525-NURL,"Smart Infrastructure Solutions, Outdoor Sensors, 
and Related Products and Services","Smart city solutions, outdoor sensors, AI software and pro. services",,,,,2029-07-22,United States,,https://sourcewell-mn.gov//cooperative-purchasing/041525-NURL,,active
748,Sourcewell,Nuvve,NUVVE,042221-NUV,Electric Vehicle Supply Equipment and Related Services,Electric vehicle equipment,,,,,2026-07-20,United States,,https://sourcewell-mn.gov//cooperative-purchasing/042221-NUV,,active
749,Sourcewell,Off Duty Management,OFF DUTY MANAGEMENT,030425-OFF,Public Safety Software,Public safety software,,,,,2029-07-17,United States,,https://sourcewell-mn.gov//cooperative-purchasing/030425-OFF,,active
750,Sourcewell,Off Duty Management,OFF DUTY MANAGEMENT,061324-OFF,Staffing with Related Services and Solutions,Management of off-duty work for public safety professionals,,,,,2028-10-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/061324-OFF,,active
751,Sourcewell,Off Duty Management,OFF DUTY MANAGEMENT,060624-OFF,Software Solutions and Related Services for Public Sector and Education Administration,Software solutions - school safety officers,,,,,2028-10-25,United States,,https://sourcewell-mn.gov//cooperative-purchasing/060624-OFF,,active
752,Sourcewell,OFS Brands,OFS BRANDS,091423-OFS,Furniture Solutions with Related Accessories and Services,Furniture and related services,,,,,2027-12-04,United States,,https://sourcewell-mn.gov//cooperative-purchasing/091423-OFS,,active
753,Sourcewell,Olathe Ford Sales,OLATHE FORD SALES,032824-OLA,"Class 4-8 Chassis with Related Equipment, Accessories, and Services",Fleet chassis dealership,,,,,2028-07-09,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032824-OLA,,active
754,Sourcewell,Old Dominion Brush,OLD DOMINION BRUSH,112624-ODB,Grounds Maintenance Equipment and Related Attachments,Grounds maintenance,,,,,2029-01-31,United States,,https://sourcewell-mn.gov//cooperative-purchasing/112624-ODB,,active
755,Sourcewell,Omada Health,OMADA HEALTH,012722-OMA,Digital Health Products and Solutions,Digital health products,,,,,2026-03-29,United States,,https://sourcewell-mn.gov//cooperative-purchasing/012722-OMA,,active
756,Sourcewell,OpDecision,OPDECISION,072822-TN4,Communications Technology Consulting Services,Mobility expense management,,,,,2026-09-30,United States,,https://sourcewell-mn.gov//cooperative-purchasing/072822-TN4,,active
757,Sourcewell,O'Reilly Auto Parts,O'REILLY AUTO PARTS,100124-ORA,Aftermarket Vehicle Parts and Supplies,Aftermarket automotive parts,,,,,2029-01-10,United States,,https://sourcewell-mn.gov//cooperative-purchasing/100124-ORA,,active
758,Sourcewell,Orkin,ORKIN,012825-ORK,Pest Control Services with Related Products,Pest control,,,,,2029-03-05,United States,,https://sourcewell-mn.gov//cooperative-purchasing/012825-ORK,,active
759,Sourcewell,Orkin Canada,ORKIN CANADA,012825-ORKN,Pest Control Services with Related Products,Pest control,,,,,2029-03-05,United States,,https://sourcewell-mn.gov//cooperative-purchasing/012825-ORKN,,active
760,Sourcewell,Oshkosh Airport Products,OSHKOSH AIRPORT PRODUCTS,113021-OKC,Firefighting Apparatus and Fire Service Vehicles,Firefighting apparatus,,,,,2026-02-10,United States,,https://sourcewell-mn.gov//cooperative-purchasing/113021-OKC,,active
761,Sourcewell,Outdoor-Fit Exercise Systems,OUTDOOR-FIT EXERCISE SYSTEMS,010721-ODR,Outdoor Fitness Equipment with Related Accessories and Services,Manufacturer of unique outdoor fitness equipment,,,,,2026-02-05,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010721-ODR,,active
762,Sourcewell,Outdoorlink,OUTDOORLINK,041525-OUTD,"Smart Infrastructure Solutions, Outdoor Sensors, 
and Related Products and Services",Cellular-Based Power Control Systems,,,,,2029-07-22,United States,,https://sourcewell-mn.gov//cooperative-purchasing/041525-OUTD,,active
763,Sourcewell,Outlook Insight,OUTLOOK INSIGHT,110724-OUTLK,"Artificial Intelligence (AI) Readiness, Implementation, and Support Services",Agency AI documentation discovery solutions,,,,,2029-03-31,United States,,https://sourcewell-mn.gov//cooperative-purchasing/110724-OUTLK,,active
764,Sourcewell,P.L. Custom,P.L. CUSTOM,113021-PLC,Firefighting Apparatus and Fire Service Vehicles,Firefighting apparatus,,,,,2026-02-10,United States,,https://sourcewell-mn.gov//cooperative-purchasing/113021-PLC,,active
765,Sourcewell,P.L. Custom,P.L. CUSTOM,122123-PLC,Ambulance and Emergency Medical Service Vehicles,Manufacturer of Emergency Vehicles,,,,,2028-02-28,United States,,https://sourcewell-mn.gov//cooperative-purchasing/122123-PLC,,active
766,Sourcewell,PA Consulting,PA CONSULTING,051123-PAC,"Fleet Electrification Transition Planning, Management, and Related Services",Fleet decarbonization strategy and operations,,,,,2027-07-19,United States,,https://sourcewell-mn.gov//cooperative-purchasing/051123-PAC,,active
767,Sourcewell,PACCAR,PACCAR,100124-PCP,Aftermarket Vehicle Parts and Supplies,Aftermarket vehicle parts and supplies,,,,,2029-01-10,United States,,https://sourcewell-mn.gov//cooperative-purchasing/100124-PCP,,active
768,Sourcewell,PACCAR,PACCAR,080124-PCP,OEM Vehicle Parts and Supplies,OEM vehicle parts and supplies,,,,,2028-11-14,United States,,https://sourcewell-mn.gov//cooperative-purchasing/080124-PCP,,active
769,Sourcewell,Palmer Hamilton,PALMER HAMILTON,010725-PHL,"STEM Education Solutions and Equipment with Related Accessories, 
Supplies, and Services","STEM products, furniture, and design services",,,,,2029-05-14,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010725-PHL,,active
770,Sourcewell,Palmer Hamilton,PALMER HAMILTON,091423-PHL,Furniture Solutions with Related Accessories and Services,Furnishings and design,,,,,2027-12-04,United States,,https://sourcewell-mn.gov//cooperative-purchasing/091423-PHL,,active
771,Sourcewell,Panasonic Corp.,PANASONIC .,090122-PNA,Law Enforcement Equipment,Law enforcement equipment,,,,,2026-11-07,United States,,https://sourcewell-mn.gov//cooperative-purchasing/090122-PNA,,active
772,Sourcewell,PARKUNLOAD,PARKUNLOAD,120423-PKUN,Curb Management Technologies with Related Services,Smart loading zone sustainable city logistics,,,,,2028-01-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120423-PKUN,,active
773,Sourcewell,Parts Authority (PAI),PARTS AUTHORITY (PAI),080124-PAH,OEM Vehicle Parts and Supplies,"Auto and truck parts, supplies and equipment",,,,,2028-11-14,United States,,https://sourcewell-mn.gov//cooperative-purchasing/080124-PAH,,active
774,Sourcewell,Pasco Brokerage,PASCO BROKERAGE,063022-PAS,Commercial Kitchen Equipment with Related Supplies and Services,Commercial kitchen,,,,,2026-08-03,United States,,https://sourcewell-mn.gov//cooperative-purchasing/063022-PAS,,active
775,Sourcewell,Passport Labs,PASSPORT LABS,120423-PSPRT,Curb Management Technologies with Related Services,Unified parking and curb management,,,,,2028-01-15,United States,,https://sourcewell-mn.gov//cooperative-purchasing/120423-PSPRT,,active
776,Sourcewell,Patcraft,PATCRAFT,061323-SII-1,Flooring Materials with Related Supplies and Services,Carpet and floor covering,,,,,2027-08-09,United States,,https://sourcewell-mn.gov//cooperative-purchasing/061323-SII-1,,active
777,Sourcewell,Patterson Dental Supply,PATTERSON DENTAL SUPPLY,092623-PTRSN,"Dental Equipment, Supplies, and Related Solutions","Dental supplies, equipment, and related services",,,,,2027-11-06,United States,,https://sourcewell-mn.gov//cooperative-purchasing/092623-PTRSN,,active
778,Sourcewell,Paul Revere,PAUL REVERE,051623-CLA-1,Group Employee Benefits and Related Services,Group employee benefits,,,,,2027-07-19,United States,,https://sourcewell-mn.gov//cooperative-purchasing/051623-CLA-1,,active
779,Sourcewell,PB Loader,PB LOADER,080521-PBL,Roadway Maintenance Equipment,Roadway maintenance equipment,,,,,2025-10-11,United States,,https://sourcewell-mn.gov//cooperative-purchasing/080521-PBL,,active
780,Sourcewell,PB Loader,PB LOADER,050625-PBL,Roadway Maintenance Equipment,Roadway maintenance equipment,,,,,2029-07-07,United States,,https://sourcewell-mn.gov//cooperative-purchasing/050625-PBL,,active
781,Sourcewell,PEAKE,PEAKE,020625-PEAK,Public Safety Communications Technology and Hardware Solutions,Public safety connectivity and technology,,,,,2029-07-24,United States,,https://sourcewell-mn.gov//cooperative-purchasing/020625-PEAK,,active
782,Sourcewell,Personify Health,PERSONIFY HEALTH,051922-VRG,Wellness Engagement Program Solutions and Related Services,Wellness engagement program,,,,,2027-07-08,United States,,https://sourcewell-mn.gov//cooperative-purchasing/051922-VRG,,active
783,Sourcewell,Peterbilt,PETERBILT,032824-PMC,"Class 4-8 Chassis with Related Equipment, Accessories, and Services","Cab and chassis, vocational and medium-duty trucks, class 6, 7, and 8",,,,,2028-07-09,United States,,https://sourcewell-mn.gov//cooperative-purchasing/032824-PMC,,active
784,Sourcewell,"Petersen Industries, Inc.","PETERSEN INDUSTRIES, .",010825-PII,Bulk Solid Waste and Recycling Equipment,Bulk waste collection equipment,,,,,2029-05-19,United States,,https://sourcewell-mn.gov//cooperative-purchasing/010825-PII,,active
785,Sourcewell,"PhaZZer, LLC","PHAZZER,",092722-PZR,Conducted Energy Weapons,Conducted energy weapons,,,,,2026-11-21,United States,,https://sourcewell-mn.gov//cooperative-purchasing/092722-PZR,,active
786,Sourcewell,Philadelphia Commercial,PHILADELPHIA COMMERCIAL,061323-SII-2,Flooring Materials with Related Supplies and Services,Commercial flooring,,,,,2027-08-09,United States,,https://sourcewell-mn.gov//cooperative-purchasing/061323-SII-2,,active
787,Sourcewell,Phoenix Business Inc,PHOENIX BUSINESS,090320-PNX,Public Sector and Education Administration Software Solutions with Related Services,Public administration software,,,,,2025-11-02,United States,,https://sourcewell-mn.gov//cooperative-purchasing/090320-PNX,,active
788,Sourcewell,Pierce Manufacturing,PIERCE MANUFACTURING,113021-OKC-1,Firefighting Apparatus and Fire Service Vehicles,Firefighting apparatus,,,,,2026-02-10,United States,,https://sourcewell-mn.gov//cooperative-purchasing/113021-OKC-1,,active
