id,source,supplier_name,supplier_normalized,contract_number,title,description,category,eligible_industries,contract_type,start_date,end_date,geographic_coverage,diversity_status,contract_url,supplier_url,status
607,Sourcewell,Judge Technical Services,JUDGE TECHNICAL SERVICES,071321-JDG,IT Managed Service and Staff Augmentation Solutions,IT managed service and staff augmentation,Professional Services,,,,2026-09-10,,,https://www.sourcewell-mn.gov/cooperative-purchasing/071321-JDG,,active
608,Sourcewell,Kaizen Laboratories,KAIZEN LABORATORIES,022525-KZN,Passenger and Crowd Flow Management Solutions and Related Products,Passenger and crowd flow,Consulting,,,,2029-04-18,,,https://www.sourcewell-mn.gov/cooperative-purchasing/022525-KZN,,active
609,Sourcewell,Kajeet,KAJEET,020624-KAJ,Private Wireless Services with Related Solutions,Private wireless and neutral host networks,IT,,,,2028-05-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020624-KAJ,,active
610,Sourcewell,Kardex Remstar,KARDEX REMSTAR,110923-KRS,Physical Storage Systems and Equipment with Related Software and Services,"High Density Automated Storage, Lockers, & Shelving",IT,,,,2027-12-29,,,https://www.sourcewell-mn.gov/cooperative-purchasing/110923-KRS,,active
611,Sourcewell,Kenworth Trucks & Parts,KENWORTH TRUCKS & PARTS,032824-KTC,"Class 4-8 Chassis with Related Equipment, Accessories, and Services",Class 5-8 chassis with related equipment,Equipment,,,,2028-07-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/032824-KTC,,active
612,Sourcewell,KI Furniture,KI FURNITURE,091423-KII,Furniture Solutions with Related Accessories and Services,Furniture,Furniture,,,,2027-12-04,,,https://www.sourcewell-mn.gov/cooperative-purchasing/091423-KII,,active
613,Sourcewell,KM International,KM INTERNATIONAL,080521-KMI,Roadway Maintenance Equipment,Roadway maintenance equipment,Facilities,,,,2025-10-11,,,https://www.sourcewell-mn.gov/cooperative-purchasing/080521-KMI,,active
614,Sourcewell,KM International,KM INTERNATIONAL,050625-KMI,Roadway Maintenance Equipment,Roadway maintenance equipment,Facilities,,,,2029-07-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/050625-KMI,,active
615,Sourcewell,KME - REV Group,KME - REV GROUP,113021-RVG-3,Firefighting Apparatus and Fire Service Vehicles,"Emergency vehicles, fire trucks, and equipment",Security,,,,2026-02-10,,,https://www.sourcewell-mn.gov/cooperative-purchasing/113021-RVG-3,,active
616,Sourcewell,Kobelco,KOBELCO,011723-KBL,Heavy Construction Equipment with Related Attachments and Technology,Heavy construction equipment,IT,,,,2027-04-14,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011723-KBL,,active
617,Sourcewell,Komatsu America,KOMATSU AMERICA,011723-KOM,Heavy Construction Equipment with Related Attachments and Technology,Heavy construction equipment,IT,,,,2027-04-14,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011723-KOM,,active
618,Sourcewell,Konica Minolta Business Solutions,KONICA MINOLTA BUSINESS SOLUTIONS,060624-KON,Software Solutions and Related Services for Public Sector and Education Administration,Intelligent information and workflow management,IT,,,,2028-10-25,,,https://www.sourcewell-mn.gov/cooperative-purchasing/060624-KON,,active
619,Sourcewell,Konica Minolta Business Solutions,KONICA MINOLTA BUSINESS SOLUTIONS,101223-KON,"Public Safety Video Surveillance Solutions with Related Equipment, Software and Accessories","Video Surveillance Solutions, Related Equipment, Software, and Access",IT,,,,2027-12-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/101223-KON,,active
620,Sourcewell,Konica Minolta Business Solutions,KONICA MINOLTA BUSINESS SOLUTIONS,112124-KON,"Copiers, Printers, and Multi-Function Devices with Related Supplies, Accessories, and Services","Multifunction devices (copiers, printers) services, software solutions",IT,,,,2029-01-10,,,https://www.sourcewell-mn.gov/cooperative-purchasing/112124-KON,,active
621,Sourcewell,Kress/Positec Commercial,KRESS/POSITEC COMMERCIAL,112624-POSC,Grounds Maintenance Equipment and Related Attachments,Commercial outdoor power equipment and robotic mowers,Facilities,,,,2029-01-31,,,https://www.sourcewell-mn.gov/cooperative-purchasing/112624-POSC,,active
622,Sourcewell,Kubota,KUBOTA,112624-KBA,Grounds Maintenance Equipment and Related Attachments,Ground maintenance equipment and solutions,Facilities,,,,2029-01-31,,,https://www.sourcewell-mn.gov/cooperative-purchasing/112624-KBA,,active
623,Sourcewell,Kubota,KUBOTA,082923-KBA,"Ag Tractors with Related Attachments, Accessories, and Supplies",Agricultural tractors,Office Supplies,,,,2027-10-11,,,https://www.sourcewell-mn.gov/cooperative-purchasing/082923-KBA,,active
624,Sourcewell,Kueper,KUEPER,062222-KUE,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,Office Supplies,,,,2026-08-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/062222-KUE,,active
625,Sourcewell,L.N. Curtis,L.N. CURTIS,010424-LNC,Firefighting Personal Protective Equipment with Related Equipment Cleaning,Firefighter protective gear-equipment,Security,,,,2028-03-27,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010424-LNC,,active
626,Sourcewell,L.N. Curtis,L.N. CURTIS,020124-LNC,Firefighting Equipment and Rescue Tools with Related Supplies and Accessories,"Firefighting equipment, rescue tools, and accessories",Office Supplies,,,,2028-04-04,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020124-LNC,,active
627,Sourcewell,L.N. Curtis,L.N. CURTIS,011824-LNC,Self-Contained Breathing Apparatus (SCBA) and Breathing Air Systems with Related Equipment,"SCBA, respiratory, air quality",Equipment,,,,2028-03-29,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011824-LNC,,active
628,Sourcewell,L3Harris Technologies,L3HARRIS TECHNOLOGIES,020625-L3H,Public Safety Communications Technology and Hardware Solutions,Public safety communications products and services,IT,,,,2029-07-24,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020625-L3H,,active
629,Sourcewell,Labrie Environmental Group,LABRIE ENVIRONMENTAL GROUP,110223-LEG,"Refuse Collection Vehicles with Related Equipment, Accessories, and Services",Waste collection vehicles,Transportation,,,,2027-12-28,,,https://www.sourcewell-mn.gov/cooperative-purchasing/110223-LEG,,active
630,Sourcewell,Laerdal Medical,LAERDAL MEDICAL,011822-LAE,Public Safety Training and Simulation Equipment and Technology,Public safety training equipment,IT,,,,2026-03-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011822-LAE,,active
631,Sourcewell,Lakeshore Learning,LAKESHORE LEARNING,091423-LSH,Furniture Solutions with Related Accessories and Services,K-12 Classroom furniture and materials,Furniture,,,,2027-12-04,,,https://www.sourcewell-mn.gov/cooperative-purchasing/091423-LSH,,active
632,Sourcewell,Lakeshore Learning,LAKESHORE LEARNING,010725-LSH,"STEM Education Solutions and Equipment with Related Accessories, 
Supplies, and Services",STEM curriculum solutions,Office Supplies,,,,2029-05-14,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010725-LSH,,active
633,Sourcewell,"LanceSoft, Inc.","LANCESOFT, .",020624-LCS,Private Wireless Services with Related Solutions,Private network solutions and services,IT,,,,2028-05-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020624-LCS,,active
634,Sourcewell,Land Pride,LAND PRIDE,032525-LPI,Road Right-of-Way Maintenance Equipment,Tractor and skid-steer mounted maintenance equipment,Facilities,,,,2029-05-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/032525-LPI,,active
635,Sourcewell,"Landscape Structures, Inc.","LANDSCAPE STRUCTURES, .",010721-LSI,Outdoor Fitness Equipment with Related Accessories and Services,Outdoor fitness equipment for parks and trails,Equipment,,,,2026-02-05,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010721-LSI,,active
636,Sourcewell,"Landscape Structures, Inc.","LANDSCAPE STRUCTURES, .",010521-LSI,Playground and Water Play Equipment with Related Accessories and Services,"Playground, shade, and splash play equipment for parks",Equipment,,,,2026-02-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010521-LSI,,active
637,Sourcewell,Leader,LEADER,122123-RVG-3,Ambulance and Emergency Medical Service Vehicles,Emergency solutions,Medical,,,,2028-02-28,,,https://www.sourcewell-mn.gov/cooperative-purchasing/122123-RVG-3,,active
638,Sourcewell,"LeeBoy, Inc.","LEEBOY, .",060122-VTL,Roadway Paving Equipment,Roadway paving,Equipment,,,,2026-08-01,,,https://www.sourcewell-mn.gov/cooperative-purchasing/060122-VTL,,active
639,Sourcewell,"LeeBoy, Inc.","LEEBOY, .",050625-VTL,Roadway Maintenance Equipment,Roadway maintenance equipment,Facilities,,,,2029-07-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/050625-VTL,,active
640,Sourcewell,Legence Holdings,LEGENCE HOLDINGS,102424-ICC,Facility Assessment & Planning with Related Services,Facility assessment,Professional Services,,,,2029-01-03,,,https://www.sourcewell-mn.gov/cooperative-purchasing/102424-ICC,,active
641,Sourcewell,Lexipol,LEXIPOL,011822-LXP,Public Safety Training and Simulation Equipment and Technology,Public safety training equipment,IT,,,,2027-03-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011822-LXP,,active
642,Sourcewell,Lexmark International,LEXMARK INTERNATIONAL,112124-LEX,"Copiers, Printers, and Multi-Function Devices with Related Supplies, Accessories, and Services",Copiers,Office Supplies,,,,2029-01-10,,,https://www.sourcewell-mn.gov/cooperative-purchasing/112124-LEX,,active
643,Sourcewell,Liebherr-America,LIEBHERR-AMERICA,011723-LEB,Heavy Construction Equipment with Related Attachments and Technology,Heavy construction equipment,IT,,,,2027-04-14,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011723-LEB,,active
644,Sourcewell,Life Fitness LLC,LIFE FITNESS,052324-LFF,Fitness Equipment with Related Accessories and Services,Exercise and Fitness Equipment,Equipment,,,,2028-07-29,,,https://www.sourcewell-mn.gov/cooperative-purchasing/052324-LFF,,active
645,Sourcewell,Life Safety Services,LIFE SAFETY SERVICES,031125-LSS-2,Facilities Maintenance Services,Facilities maintenance,Facilities,,,,2029-05-19,,,https://www.sourcewell-mn.gov/cooperative-purchasing/031125-LSS-2,,active
646,Sourcewell,Lifemark,LIFEMARK,051922-LFM,Wellness Engagement Program Solutions and Related Services,Wellness engagement program,Professional Services,,,,2026-07-08,,,https://www.sourcewell-mn.gov/cooperative-purchasing/051922-LFM,,active
647,Sourcewell,LIFTNOW,LIFTNOW,121223-LFT,Vehicle Lifts with Garage and Fleet Maintenance Equipment,Vehicle Lifts and Garage Equipment,Facilities,,,,2028-02-12,,,https://www.sourcewell-mn.gov/cooperative-purchasing/121223-LFT,,active
648,Sourcewell,Lincoln Financial Group,LINCOLN FINANCIAL GROUP,051623-LNG,Group Employee Benefits and Related Services,Group employee benefits,Professional Services,,,,2027-07-19,,,https://www.sourcewell-mn.gov/cooperative-purchasing/051623-LNG,,active
649,Sourcewell,Link-Belt Cranes,LINK-BELT CRANES,011723-LIN,Heavy Construction Equipment with Related Attachments and Technology,Heavy construction equipment,IT,,,,2027-04-14,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011723-LIN,,active
650,Sourcewell,LION First Responder,LION FIRST RESPONDER,011822-LIO,Public Safety Training and Simulation Equipment and Technology,Fire safety training tools,IT,,,,2026-03-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011822-LIO,,active
651,Sourcewell,LION First Responder,LION FIRST RESPONDER,010424-LIO,Firefighting Personal Protective Equipment with Related Equipment Cleaning,Firefighting PPE,Security,,,,2028-03-27,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010424-LIO,,active
652,Sourcewell,LION First Responder,LION FIRST RESPONDER,011124-LIO,Uniforms with Related Products and Services,"Uniforms for law enforcement, fire, and EMS",Security,,,,2028-03-25,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011124-LIO,,active
653,Sourcewell,Little Falls Machine,LITTLE FALLS MACHINE,062222-LFM,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,Office Supplies,,,,2026-08-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/062222-LFM,,active
654,Sourcewell,"Little Tikes Commercial - PlayPower, Inc.","LITTLE TIKES COMMERCIAL - PLAYPOWER, .",010521-LTS-4,Playground and Water Play Equipment with Related Accessories and Services,Commercial playground manufacturer,Equipment,,,,2026-02-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010521-LTS-4,,active
655,Sourcewell,LiuGong,LIUGONG,011723-LIU,Heavy Construction Equipment with Related Attachments and Technology,Heavy and medium construction equipment,IT,,,,2027-04-14,,,https://www.sourcewell-mn.gov/cooperative-purchasing/011723-LIU,,active
656,Sourcewell,Logicalis,LOGICALIS,020624-LOG,Private Wireless Services with Related Solutions,Private 4G/5G wireless products and services,Telecommunications,,,,2028-05-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020624-LOG,,active
657,Sourcewell,LSS Holdings,LSS HOLDINGS,031125-LSS,Facilities Maintenance Services,Facilities maintenance,Facilities,,,,2029-05-19,,,https://www.sourcewell-mn.gov/cooperative-purchasing/031125-LSS,,active
658,Sourcewell,Lube-Tech,LUBE-TECH,031224-LUT,Garage and Fleet Services,"Equipment installation, maintenance, services and lubricants",Facilities,,,,2028-05-13,,,https://www.sourcewell-mn.gov/cooperative-purchasing/031224-LUT,,active
659,Sourcewell,Lumen Technologies Group,LUMEN TECHNOLOGIES GROUP,072822-LUM,Communications Technology Consulting Services,Communications technology services,IT,,,,2026-09-30,,,https://www.sourcewell-mn.gov/cooperative-purchasing/072822-LUM,,active
660,Sourcewell,Lynkwell,LYNKWELL,042221-LIV,Electric Vehicle Supply Equipment and Related Services,Electric vehicle equipment,Transportation,,,,2026-07-20,,,https://www.sourcewell-mn.gov/cooperative-purchasing/042221-LIV,,active
661,Sourcewell,Lytx,LYTX,102924-LYX,Fleet Management Technologies with Related Software Solutions,Video telematics and safety solutions,IT,,,,2029-04-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/102924-LYX,,active
662,Sourcewell,MAC Trailer,MAC TRAILER,092922-MCT,"Trailers with Related Equipment, Accessories, and Services",Trailers,Equipment,,,,2026-12-20,,,https://www.sourcewell-mn.gov/cooperative-purchasing/092922-MCT,,active
663,Sourcewell,Mack Trucks,MACK TRUCKS,032824-MAK,"Class 4-8 Chassis with Related Equipment, Accessories, and Services","Class 6-7 medium-duty, class 8 heavy-duty, diesel and battery electric",Equipment,,,,2028-07-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/032824-MAK,,active
664,Sourcewell,MACQUEEN,MACQUEEN,122123-CRR,Ambulance and Emergency Medical Service Vehicles,Ambulance remounts,Medical,,,,2028-02-28,,,https://www.sourcewell-mn.gov/cooperative-purchasing/122123-CRR,,active
665,Sourcewell,MANCON Supply Chain Management,MANCON SUPPLY CHAIN MANAGEMENT,090624-MAN,Vendor Managed Inventory and Logistics Management Solutions for Fleets and Facilities,Fleet and facilities parts storeroom management,Facilities,,,,2028-12-03,,,https://www.sourcewell-mn.gov/cooperative-purchasing/090624-MAN,,active
666,Sourcewell,Manitou,MANITOU,053024-MAI,"Forklifts, Lift Trucks with Related Products and Services",Forklifts,Transportation,,,,2028-07-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/053024-MAI,,active
667,Sourcewell,Manitou/GEHL,MANITOU/GEHL,020223-MAI,Medium Duty and Compact Construction Equipment with Related Attachments,Medium-duty construction equipment,Construction,,,,2027-04-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020223-MAI,,active
668,Sourcewell,Mannington,MANNINGTON,061323-MMI,Flooring Materials with Related Supplies and Services,"Carpet, vinyl, rubber, and hardwood flooring",Office Supplies,,,,2027-08-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/061323-MMI,,active
669,Sourcewell,ManpowerGroup,MANPOWERGROUP,061324-MPG,Staffing with Related Services and Solutions,Staffing services,Staffing,,,,2028-10-24,,,https://www.sourcewell-mn.gov/cooperative-purchasing/061324-MPG,,active
670,Sourcewell,Mansfield Oil,MANSFIELD OIL,121522-MNF,Fuel Delivery with Related Services,Supply and delivery of fuel and fuel-related services,Professional Services,,,,2027-02-10,,,https://www.sourcewell-mn.gov/cooperative-purchasing/121522-MNF,,active
671,Sourcewell,Marathon,MARATHON,010825-MEC,Bulk Solid Waste and Recycling Equipment,Bulk solid waste and recycling,Equipment,,,,2029-05-19,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010825-MEC,,active
672,Sourcewell,Mark Rite Lines - FS,MARK RITE LINES - FS,050625-MAR-1,Roadway Maintenance Equipment,Road marking and removal equipment solutions,Facilities,,,,2029-07-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/050625-MAR-1,,active
673,Sourcewell,Matter Surfaces,MATTER SURFACES,061323-MAT,Flooring Materials with Related Supplies and Services,Sustainable flooring and matting solutions,Office Supplies,,,,2027-08-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/061323-MAT,,active
674,Sourcewell,Maxi-Metal,MAXI-METAL,113021-MAX,Firefighting Apparatus and Fire Service Vehicles,Firefighting apparatus,Security,,,,2026-02-10,,,https://www.sourcewell-mn.gov/cooperative-purchasing/113021-MAX,,active
675,Sourcewell,"Max-R (Prestwick Group, LLC)","MAX-R (PRESTWICK GROUP, )",120324-PSW,Plastic Refuse and Recycling Containers with Related Technology Solutions,Waste and recycling bins with/without technology,IT,,,,2029-04-04,,,https://www.sourcewell-mn.gov/cooperative-purchasing/120324-PSW,,active
676,Sourcewell,M-B Companies,M-B COMPANIES,050625-MBC,Roadway Maintenance Equipment,Roadway maintenance equipment,Facilities,,,,2029-07-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/050625-MBC,,active
677,Sourcewell,MB Companies - Aebi Schmidt North America,MB COMPANIES - AEBI SCHMIDT NORTH AMERICA,062222-AEB-5,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,Office Supplies,,,,2026-08-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/062222-AEB-5,,active
678,Sourcewell,MB Companies — Aebi Schmidt North America,MB COMPANIES — AEBI SCHMIDT NORTH AMERICA,080521-AEB,Roadway Maintenance Equipment,Roadway maintenance equipment,Facilities,,,,2025-10-11,,,https://www.sourcewell-mn.gov/cooperative-purchasing/080521-AEB,,active
679,Sourcewell,MB Companies — Aebi Schmidt North America,MB COMPANIES — AEBI SCHMIDT NORTH AMERICA,093021-AEB,"Street Sweepers and Specialty Sweepers, with Related Equipment, Accessories, and Supplies",Street sweepers,Office Supplies,,,,2025-11-16,,,https://www.sourcewell-mn.gov/cooperative-purchasing/093021-AEB,,active
680,Sourcewell,McClure Company,MCCLURE,071624-MCE,Energy Savings Performance Contracting with Related Services,Energy savings,Professional Services,,,,2028-09-25,,,https://www.sourcewell-mn.gov/cooperative-purchasing/071624-MCE,,active
681,Sourcewell,McKesson Medical-Surgical Government Solutions LLC,MCKESSON MEDICAL-SURGICAL GOVERNMENT SOLUTIONS,041823-MML,Critical Care and EMS Equipment,"Med, pharmaceutical, laboratory distribution for critical care",Medical,,,,2027-06-30,,,https://www.sourcewell-mn.gov/cooperative-purchasing/041823-MML,,active
682,Sourcewell,McKesson Medical-Surgical Government Solutions LLC,MCKESSON MEDICAL-SURGICAL GOVERNMENT SOLUTIONS,022422-MML,Medical Supply Solutions,"Medical supplies, healthcare solutions, distribution and resources",Medical,,,,2026-04-30,,,https://www.sourcewell-mn.gov/cooperative-purchasing/022422-MML,,active
683,Sourcewell,McKinstry,MCKINSTRY,102424-MCK,Facility Assessment & Planning with Related Services,"Facility and infrastructure consulting, assessment and planning",Consulting,,,,2029-01-03,,,https://www.sourcewell-mn.gov/cooperative-purchasing/102424-MCK,,active
684,Sourcewell,McNeilus Truck,MCNEILUS TRUCK,110223-MCN,"Refuse Collection Vehicles with Related Equipment, Accessories, and Services",Refuse collection vehicles,Transportation,,,,2027-12-28,,,https://www.sourcewell-mn.gov/cooperative-purchasing/110223-MCN,,active
685,Sourcewell,Medefy Health,MEDEFY HEALTH,111623-MEDE,"Employee Benefits Administrative Software Platforms; Member and Provider Advocacy Services; Transparency, Fraud, Waste and Abuse Products and Related Services",Employee benefits,IT,,,,2028-02-05,,,https://www.sourcewell-mn.gov/cooperative-purchasing/111623-MEDE,,active
686,Sourcewell,Medix Specialty Vehicles,MEDIX SPECIALTY VEHICLES,122123-MDX,Ambulance and Emergency Medical Service Vehicles,Ambulances,Medical,,,,2028-02-28,,,https://www.sourcewell-mn.gov/cooperative-purchasing/122123-MDX,,active
687,Sourcewell,Medline,MEDLINE,022422-MDL,Medical Supply Solutions,Medical supplies and equipment,Medical,,,,2026-04-30,,,https://www.sourcewell-mn.gov/cooperative-purchasing/022422-MDL,,active
688,Sourcewell,Mender,MENDER,121923-ITD,Technology Products and Services with Related Solutions,IT lifecycle services,IT,,,,2028-02-27,,,https://www.sourcewell-mn.gov/cooperative-purchasing/121923-ITD,,active
689,Sourcewell,Merchants Fleet,MERCHANTS FLEET,030122-MAG,Fleet Management Services,Fleet solutions,Transportation,,,,2026-04-18,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030122-MAG,,active
690,Sourcewell,MetLife,METLIFE,051623-MET,Group Employee Benefits and Related Services,Group employee benefits,Professional Services,,,,2027-07-19,,,https://www.sourcewell-mn.gov/cooperative-purchasing/051623-MET,,active
691,Sourcewell,Meyer,MEYER,062222-AEB-3,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,Office Supplies,,,,2026-08-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/062222-AEB-3,,active
692,Sourcewell,"MGT Impact Solutions, LLC","MGT IMPACT SOLUTIONS,",060624-MGT,Software Solutions and Related Services for Public Sector and Education Administration,Software solutions and services for public sector & education,IT,,,,2028-10-25,,,https://www.sourcewell-mn.gov/cooperative-purchasing/060624-MGT,,active
693,Sourcewell,Michelin,MICHELIN,082521-MLN,Tires with Related Equipment and Supplies,Tires with related equipment,Office Supplies,,,,2025-11-04,,,https://www.sourcewell-mn.gov/cooperative-purchasing/082521-MLN,,active
694,Sourcewell,MIDL Technology,MIDL TECHNOLOGY,030425-MIDL,Public Safety Software,Unified safety and security software,IT,,,,2029-07-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030425-MIDL,,active
695,Sourcewell,Midwest Fire,MIDWEST FIRE,113021-RCK,Firefighting Apparatus and Fire Service Vehicles,Firefighting apparatus,Security,,,,2026-02-10,,,https://www.sourcewell-mn.gov/cooperative-purchasing/113021-RCK,,active
696,Sourcewell,Milliken,MILLIKEN,061323-MAC,Flooring Materials with Related Supplies and Services,Flooring,Office Supplies,,,,2027-08-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/061323-MAC,,active
697,Sourcewell,MindBeacon Health,MINDBEACON HEALTH,102821-MND,Teletherapy Services,Teletherapy services,Professional Services,,,,2025-12-27,,,https://www.sourcewell-mn.gov/cooperative-purchasing/102821-MND,,active
698,Sourcewell,Miovision Technologies,MIOVISION TECHNOLOGIES,030425-MIO,Public Safety Software,Public safety software,IT,,,,2029-07-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030425-MIO,,active
699,Sourcewell,"Miracle Recreation - PlayPower, Inc.","MIRACLE RECREATION - PLAYPOWER, .",010521-LTS-3,Playground and Water Play Equipment with Related Accessories and Services,Commercial playground and fitness manufacturer,Equipment,,,,2026-02-17,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010521-LTS-3,,active
700,Sourcewell,Mitel Business Systems,MITEL BUSINESS SYSTEMS,120122-MBS,Unified Communication and Contact Center Solutions,Unified communications,Telecommunications,,,,2027-03-08,,,https://www.sourcewell-mn.gov/cooperative-purchasing/120122-MBS,,active
701,Sourcewell,Mitsubishi Logisnext Americas (Houston),MITSUBISHI LOGISNEXT AMERICAS (HOUSTON),053024-MCF,"Forklifts, Lift Trucks with Related Products and Services",Forklifts,Transportation,,,,2028-07-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/053024-MCF,,active
702,Sourcewell,Mobile Communications (MCA),MOBILE COMMUNICATIONS (MCA),020624-MCA,Private Wireless Services with Related Solutions,Private wireless,Telecommunications,,,,2028-05-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/020624-MCA,,active
703,Sourcewell,Mobile Modular,MOBILE MODULAR,120822-MMR,Relocatable Building and Storage Solutions with Related Services,Relocatable building solutions,Facilities,,,,2027-02-24,,,https://www.sourcewell-mn.gov/cooperative-purchasing/120822-MMR,,active
704,Sourcewell,Modern Mechanical Ice Systems,MODERN MECHANICAL ICE SYSTEMS,120320-AMR,Ice Rink and Arena Equipment with Related Supplies and Services,Ice rink and arena equipment,Office Supplies,,,,2026-01-08,,,https://www.sourcewell-mn.gov/cooperative-purchasing/120320-AMR,,active
705,Sourcewell,Modii,MODII,120423-MODII,Curb Management Technologies with Related Services,Data-led parking operations and guidance,IT,,,,2028-01-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/120423-MODII,,active
706,Sourcewell,"Mohawk Carpet Distribution, LLC","MOHAWK CARPET DISTRIBUTION,",061323-MCD,Flooring Materials with Related Supplies and Services,Hard- and soft-surface commercial flooring with installation services,Office Supplies,,,,2027-08-09,,,https://www.sourcewell-mn.gov/cooperative-purchasing/061323-MCD,,active
707,Sourcewell,"Mohawk Lifts, LLC","MOHAWK LIFTS,",121223-MRL,Vehicle Lifts with Garage and Fleet Maintenance Equipment,Vehicle lifts,Facilities,,,,2029-02-12,,,https://www.sourcewell-mn.gov/cooperative-purchasing/121223-MRL,,active
708,Sourcewell,"Mondo USA, Inc.","MONDO USA, .",031622-MUI,"Artificial Turf and Tracks with Installation, Related Equipment, Materials, and Supplies",Indoor and outdoor athletic surfaces,Office Supplies,,,,2027-05-26,,,https://www.sourcewell-mn.gov/cooperative-purchasing/031622-MUI,,active
709,Sourcewell,Monroe,MONROE,062222-AEB-1,"Snow and Ice Handling Equipment, Supplies, and Accessories",Snow and ice equipment,Office Supplies,,,,2026-08-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/062222-AEB-1,,active
710,Sourcewell,Montage Enterprises,MONTAGE ENTERPRISES,032525-MNT,Road Right-of-Way Maintenance Equipment,Roadside mowing equipment and parts,Facilities,,,,2029-05-15,,,https://www.sourcewell-mn.gov/cooperative-purchasing/032525-MNT,,active
711,Sourcewell,Morbark,MORBARK,010925-MBI,"Tree Maintenance Equipment, Attachments, and Accessories",Tree maintenance,Facilities,,,,2029-02-24,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010925-MBI,,active
712,Sourcewell,Morbark,MORBARK,031721-MBI,"Tree Maintenance Equipment, Attachments, and Accessories",Tree maintenance equipment,Facilities,,,,2026-05-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/031721-MBI,,active
713,Sourcewell,Morbark,MORBARK,030923-MBI,"Recycling and Repurposing Equipment with Related Accessories, Supplies, Technology, and Services",Recycling and repurposing equipment,IT,,,,2027-05-03,,,https://www.sourcewell-mn.gov/cooperative-purchasing/030923-MBI,,active
714,Sourcewell,Morning Pride,MORNING PRIDE,010424-MNP,Firefighting Personal Protective Equipment with Related Equipment Cleaning,Personal protective equipment for firefighters,Security,,,,2028-03-27,,,https://www.sourcewell-mn.gov/cooperative-purchasing/010424-MNP,,active
715,Sourcewell,Motion Industries,MOTION INDUSTRIES,091422-MII,"Facility MRO, Industrial, and Building-Related Supplies and Equipment",Facility MRO,Facilities,,,,2026-11-07,,,https://www.sourcewell-mn.gov/cooperative-purchasing/091422-MII,,active
716,Sourcewell,Motive Technologies,MOTIVE TECHNOLOGIES,102924-MTV,Fleet Management Technologies with Related Software Solutions,Fleet management and AI dashcams,IT,,,,2029-04-23,,,https://www.sourcewell-mn.gov/cooperative-purchasing/102924-MTV,,active
